StoreID,StoreName,Label
e8oa,小醬.古早麵.臭豆腐 (彰化員林店),環境
e8vt,一品燉湯 (彰化員林店),服務
e8wk,汏腸圈總店,環境
e9ox,爆Q美式炸雞 (新竹中華店),服務
e9rn,好麵熟牛肉麵,服務
e9vm,超吉飯桶(嘉義店),環境
e9wa,中正台鴨肉麵,服務
e9yz,將太壽司 (嘉義民族店),美味
ealv,媚子藕粉冰粉,服務
ebhj,森晴餐盒,環境
ebko,陳家古早味麵食館,美味
ebvu,淺井壽司,美味
ec14,早安有喜 (彰化員林店),環境
eddx,超好吃鹹酥雞cocky,服務
edob,別有洞天咖啡莊園,環境
ee70,LOCAL‧TEA 24H,環境
eecs,九天玄女烤鮮蚵麻油雞,服務
eew0,駱先生義大利麵 (彰化伸港店),服務
efbz,阿琴健康素食,服務
efpa,金福越式河粉 (新竹北大店),環境
efyr,蝦霸王泰國蝦,美味
eg80,來嗑便當,美味
egdo,五味臭豆腐,環境
ehy0,樂亭平價料理,環境
eiri,肴饌池上便當,美味
ejda,阿宏的店,服務
ejr1,劉師傅雞腿大王,環境
ek75,拾汣茶屋 (嘉義文化店),美味
en4i,風味情養生早餐,美味
ep1o,星期二美式漢堡,美味
eq4s,元爵味黃燜雞米飯 (新竹食品店),環境
eq7r,馬蔥餅 (新竹延平店),環境
eq9k,鼎香無骨鹽酥雞,服務
eqkb,Q Burger 早午餐 (彰化秀傳店),環境
eqnc,夏日蝦舖,美味
eqoa,鐵三角吐司專賣 (東南總店),服務
eqtj,永記牛肉麵,服務
es4l,綠野仙蹤,環境
esh0,嗄嗄叫鐵板燒,環境
eu8c,幸福找餐,服務
eusl,bb.q CHICKEN (新竹巨城店),環境
evgx,芒果遇到冰 (新竹城隍店),環境
evne,翁記滷肉飯(新竹牛埔店),服務
ew6z,員濃豆漿 (彰化員農店),美味
ewgn,福客來牛肉麵 (彰化永安店),環境
excs,楊桃伯 (彰化東民店),美味
exgy,一律賀嫻水雞,美味
exh7,福徠鴨新台式烤鴨 Fu duck in (西大店),服務
ey0l,炸鷄大獅 (彰化二林店),服務
ezew,健康那件小事 (嘉義中山店),服務
f09r,熊愛呷便當,美味
f0at,台北小籠包 (彰化鹿港店),美味
f0df,榮記客家湯圓,環境
f0g6,赤城燒肉,美味
f0hn,米堤爾咖啡輕食坊,環境
f0kj,弘爺漢堡 (新竹五十厝店),環境
f0od,懷舊列車鐵路便當,環境
f0oj,大苑子 (鹿港中山店),服務
f0rz,鹿霸鍋燒意麵,美味
f0sb,原茶original Tea Shop,美味
f0sj,三國饌鴛鴦麻辣鍋 (嘉義鼎神店),環境
f0sp,Meet小鹿脆皮雞蛋糕,美味
f0sv,甘老味幸福牛肉麵,服務
f0ve,夏米廚房,環境
f0xb,皇品牛肉麵 (彰化彰美店),服務
f1b3,檠子奇咖啡鬆餅,美味
f1gq,汁液型男,環境
f1jh,僑記刀切麵食館 (新竹金山店),環境
f1ph,蒸鄉佛跳牆,美味
f1tf,燒瓶子。大肆の鍋 (嘉義店),環境
f1tj,德薏素食,服務
f1ub,田園燉品屋,美味
f1xa,煎臣吳三粿,美味
f20p,一品炘,服務
f2b0,早安安妞,環境
f2cd,八鷹料亭,環境
f2np,横浜家系ラーメン拉麵家,環境
f2yb,鹿港阿道,環境
f2zv,新四季牛肉麵 (新竹林森店),美味
f38z,POKE TW夏威夷蓋飯,環境
f3el,阿平臭豆腐,美味
f3em,東海小確幸 (彰化鹿港店),美味
f3gx,好鮮屋鮮食茶飲,美味
f3hx,吳鳳鹹水雞,服務
f3or,皿富器食,環境
f3pp,Krispy Kreme (SOGO百貨新竹店),環境
f3vb,萬佳鄉,服務
f3wh,感恩芋冰城 (鹿港復興店),環境
f4ae,成功牛排 (嘉義興業店),環境
f4al,Friendy Pizzeria,環境
f4fe,買辣麻辣燙 (彰化鹿港店),美味
f4hp,米度日式咖哩,環境
f4ku,比比牛排 (彰化員林店),環境
f4la,莊排骨飯 (福興員鹿店),服務
f4pi,茶解渴Tjk,環境
f4tx,紅葉牛排 (嘉義友愛店),環境
f4xc,億品鍋 (嘉義店),服務
f5bv,沐楽 手作。,服務
f5bx,恰恰平價牛排,環境
f5c9,晴陽冰果室,美味
f5g0,圓木嫩仙草 (彰化民族店),服務
f5g9,鼎味炭火薑母鴨.酸菜白肉鍋（彰化店）,服務
f5jk,3米鍋物,服務
f5jw,雙醬咖哩 (彰化店),環境
f5mr,綠巨人水果百匯,美味
f5ms,簡單生活 (新竹中正店),環境
f5si,爸爸義大利麵,環境
f5tm,吳家麵店,環境
f5ud,二月牌沙茶爐/海鮮蒸塔 (新竹東光店),環境
f6bw,員湘園 (彰化鹿港店),服務
f6co,珍北平豬肉餡餅 (花壇彰員店),美味
f6dg,豫琴經典麵食館,美味
f6dj,五國真湯 (彰化延平店),服務
f6id,發現大餅,美味
f6jj,小嶋鳥燒居酒屋,環境
f6kq,Louisa 路易莎 (彰美店),環境
f6po,愛丹早午餐,美味
f6pq,多那之 (彰化和美店),環境
f6vz,玾漢堡早午餐,環境
f6wr,黑頭碗粿 (中正店),環境
f7cw,八鮮鍋海 (彰化鹿港店),環境
f7di,佳林鐵板燒,環境
f7ia,草之堂中西式素食,服務
f7jw,十米現做,環境
f7lf,福記牛肉麵,服務
f7mm,嚮茶 (彰化鹿港店),服務
f7po,辣訣 (嘉義新民店),環境
f7ua,STARBUCKS 星巴克 (鹿港門市),環境
f7ug,すき家 Sukiya (新竹站前店),服務
f7uh,少爺愛炒飯,服務
f7wu,巧巧小肉粽店,美味
f8ac,好室鍋物 (彰化店),環境
f8ew,滷賓花,服務
f8fq,鹿鼎紀三色湯圓,美味
f8gp,櫃啡茶-咖啡茶飲,美味
f8op,七葉平價牛排,環境
f8ou,一品鴨肉麵 (新竹東光店),美味
f8ow,櫻之屋日本料理,環境
f8u3,廟口榮記當歸鴨,服務
f8uq,皇朝串燒炸物,服務
f8vj,亞薩漢堡 (彰化花壇店),服務
f8yf,一鳴義式餐廳,環境
f96p,雞房重地脆皮鹹水雞 (去骨竹科店),環境
f992,鮮鍋閣,環境
f9dx,爌肉呆,美味
f9em,有樹早餐 YOSHI BRUNCH,環境
f9md,孫記燒餅油條,美味
f9my,茗沏手作茶飲 (彰化鹿港店),美味
f9n9,碳少年,環境
f9nr,岩植YANZHI(嘉義民權店),環境
f9p4,美樂福炸雞 (彰化花壇店),美味
f9pi,甲一牛排,服務
f9s6,希希丁飲品專賣,環境
f9sv,蹦啾鮮奶雞蛋糕,服務
f9yl,玖肆捌灶咖炒泡麵/炒飯/蓋飯,服務
f9zi,奎哥鍋燒意麵,美味
fa6v,馬祖奶茶 (嘉義民生北店),美味
fauu,食味堂鍋燒專賣店,環境
fax2,就是要甜甜圈,美味
fb3n,拉亞漢堡 (嘉義興達店),環境
fc9d,竹美私房料理 (新竹田美店),環境
fdf6,朱氏披薩,環境
fdg6,好饌便當店,美味
fdss,新悦花園酒店 (頤粵軒),環境
fdsu,九月初生乳脆皮甜甜圈 (彰化彰基店),美味
feeh,上畝食堂,環境
feym,森鱻刺身專賣,環境
fezf,多多蔥肉餅,美味
ffv0,允發美式炸雞,環境
fge0,微楓早午餐 (嘉義宣信店),服務
fgkq,板燒蛋餅 (彰化頂番婆店),美味
fgr2,愛町大阪串炸,環境
fgtx,老蕭麵館,環境
fhie,哈牛排,服務
fihm,泰貓了,環境
fils,天雲扁食 (竹蓮店),服務
fina,A Bao house(新竹忠孝店),環境
fj08,慢慢蛋雞蛋糕（嘉義民權店）,環境
fj58,你好papaya 木瓜牛奶 (新竹店),美味
fk2h,好棒棒小吃,服務
fkbp,鄉間小辣,美味
fl0p,夏果子-派對系鮮果飲品 (嘉義中山店),環境
flz1,洵香麻辣燙 (嘉義新生店),環境
fm3i,迷客夏 Milksha (嘉義文化店),環境
fnh6,二葉食の館,美味
fnkg,有間烤肉,服務
fnvw,悟饕池上飯包 (彰化彰美店),服務
fnwg,中華鍋貼 (彰化員林店),服務
fp6w,漢堡大師 (新竹竹科店),服務
fphk,TRUEWIN初韻 (新竹南大店),服務
fphy,金仙蝦捲飯 (彰化民族店),環境
fqko,五花馬水餃館 (嘉義大雅門市),環境
fr3q,越好飯館,環境
fr56,太記食堂,環境
fs9b,Tea's原味 (嘉義向榮店),服務
fsfy,阿惠冰店,環境
fslm,后宮客棧,美味
fsmc,懷舊蚵嗲炸粿,美味
fu7k,G-POWER職人炸物 (新竹林森店),環境
fueo,老客馥粥品 (彰化田中店),美味
fuu7,晨食找餐,環境
fv5g,杜蘭小麥義大利麵、燉飯,環境
fvgg,嚮日咖啡Sunward Coffee,環境
fvqv,小不點可麗餅,美味
fvv8,湘廚小館,服務
fvzm,二良脆皮烤饅頭 (彰化員林店),美味
fw4o,沐白小農 (員林新生店),服務
fw90,丹丹香蔥油餅 (彰化伸港店),服務
fx4r,LOKAL樂卡咖啡 (新竹關新店),美味
fxgs,嘉之味,美味
fxss,胖焗平價焗烤,環境
fxtl,舒舒G,美味
fxzs,私房小館 炒飯 果汁,服務
fykh,嗨蛋餅,美味
fz4u,老東家素食,服務
fz7t,饕牛台南溫體牛 (新竹店),服務
fzpq,双十八木 (嘉義民族門市),服務
g061,蝦女人海鮮料理,美味
g0jh,酒神-無骨鳳爪,美味
g0wx,黎記麵食館,美味
g1kb,辛鮮串串 (嘉義仁愛店),服務
g1ki,吳家紅茶冰 (新竹中正店),服務
g1oh,ATE肉蛋吐司&吐司肉蛋捲,美味
g29x,SUBWAY (嘉義站前店),環境
g2c1,柳家紅油抄手,美味
g2hi,好蝦食堂,環境
g2j2,福伯徊香麵線糊,美味
g2np,夾泰-泰式滷味,服務
g325,采弘水煎包,美味
g34j,王阿松拉仔麵,服務
g3bc,三步午食麵館,環境
g3bg,嘉仁鮮物日式定食,環境
g3gz,拉亞漢堡 (北斗文苑店),環境
g3uv,華成台南擔仔麵,美味
g4bx,咔滋起司雞排,美味
g4dz,阿全爌肉飯,美味
g4lw,北斗魏早點-古早味蛋餅,服務
g4or,耐肯專業炸雞 (彰化福興店),美味
g56z,肥仔龍無煙鐵板燒,服務
g5di,1208燒烤,環境
g5fz,联亭泡菜鍋 (彰化永安店),環境
g5uy,廣鴻燒臘自助餐,服務
g636,熊霸.串燒.鹽酥雞（林森店）,服務
g64p,三形究藏,環境
g6eh,呷尚宝 (彰化僑信店),服務
g6gj,讓雞添牙 (嘉義北興店),環境
g6m7,實踐路廣東粥,服務
g6rw,斑鳩的窩 (愛買新竹店),服務
g6sw,圓味壽司 (新竹中正店),服務
g6x1,好豐富海鮮麵,美味
g71k,大味軒燒餅專賣店,環境
g7bd,台泰風味館,環境
g7bg,蕭家紅茶本舖,環境
g7jl,唐太盅養生燉品甜湯 (彰化中正店),環境
g7mt,玉珍小吃店,美味
g7qg,岐也紅茶 (新竹金山店),服務
g7x2,甜甜向上 (溪湖地政店),美味
g8be,金陵炸雞,服務
g8id,黃記蛋餅店,美味
g8wq,家鄉牛肉麵 (彰化秀水店),美味
g8wu,義大披薩,環境
g8yv,新竹玉龍肉圓(中和店)近天公壇,服務
g9kz,眼鏡大叔の米食研究所,服務
g9l7,NN奶酪,美味
g9px,神鼎臭臭鍋 (彰化北斗店),服務
g9uw,鹿港圓環頂麵食館,環境
g9wo,水雲朵DrinkStore (彰化曉陽店),環境
gaax,茶米湯(嘉義民權店),環境
gat7,姊妹小吃,環境
gav6,葉明致 (嘉義公明店),環境
gb2d,南勢街腳庫飯 (員林莒光店),美味
gb6r,魚虎之家,美味
gcra,金記椒麻雞飯,美味
gd27,天野夯Bar,美味
gde8,立晉傳統豆花,服務
ge3i,找餐店brunch (新竹經國店),服務
ge6l,招柴莉莉雞蛋糕+關東煮,美味
ge89,心食上 現代飲食,環境
geb1,南洋小館,環境
gecu,古早味米糕食堂,美味
gefu,韓一館,美味
geg9,街巷Coffee&Restaurant,環境
gen2,新北平餐廳,環境
gftj,竹塹小吃,美味
ggee,香腸世家,環境
ggp9,一品煊,服務
gheg,濃淳金茶,環境
ghwf,樂玩精品咖啡 (新竹竹科店),環境
giec,將淋,環境
gipp,呷尚寶 (嘉義台林店),服務
giut,出櫃 (彰化二林店),服務
gjc0,黃師傅蛋包飯,服務
gkcb,滿大碗滷味專門店 (新竹南大店),環境
gkmm,岬島咖啡廳,環境
glki,壹等葉-臺灣牛肉麵（文化公園店）,服務
glmd,食NiNi Brunch,服務
gmq7,展新牛排,美味
gn50,正香滷味客棧,環境
gnh6,赤甲雞排 (彰化二林店),服務
gntd,舊市府鹽酥雞,服務
goif,麥番樂烤肉 (嘉義民生店),美味
gplv,樂米稻,環境
gpww,茹菓Brunch,環境
gpzc,奈良咖喱本舖 (彰化家樂福店),服務
gq5m,北興榕樹下冰攤 (嘉義義教店),服務
grfv,有福郭記餡餅,服務
gsm4,大回香鹹酥雞 (彰化社頭店),美味
gtnc,OLa你好早午餐,服務
gv6k,好食•健康弁當,服務
gvdx,二鍋頭東山鴨頭 (彰化北斗店),美味
gvw0,歌神鹹酥雞,美味
gw6c,1+雞蛋糕,服務
gwxy,小石鍋 (嘉義仁愛店),環境
gwyd,Giuting,美味
gwzj,茉燒まやき,服務
gyb3,吉香便當,美味
gyct,素食園,環境
gyxw,點食成津,美味
gyyn,浮水印牛排館 (彰化鹿港店),環境
gzhn,海之味傳統小吃,美味
gziq,樂心料理 (新竹集和店),服務
h07w,好香香麻辣鴨血臭豆腐,服務
h0hw,給給茶記,環境
h0nw,滿座食堂Full House,服務
h0wx,豬貴妃 (彰化大埔店),美味
h10t,厚一點雞排專賣店 (嘉義總店),服務
h14l,正岡山羊肉綜合料理,服務
h18v,川堂讚岐烏龍麵,服務
h1dt,盈亮冰品,環境
h1tv,肉肉食煎,環境
h1ue,琳琳異國美食,環境
h1uq,二水黑糖冰、小火鍋,美味
h1zg,吃得巧海苔飯捲 (彰化田中店),服務
h244,野餐，日 (彰化彰基店),環境
h2ad,慶園廣東粥,服務
h2is,元祖林魷魚羹,環境
h2ot,麒麟鹿 KiiLinLu,美味
h2se,紅竹現炒,服務
h2vm,八方雲集 (永靖瑚璉店),環境
h3ad,小時厚牛排 (新竹經國店),環境
h3e9,好鄰居牛排,美味
h3ea,魔王狂爆雞排(民生南店),環境
h3t4,正宗韓國館,服務
h458,好味雞肉,環境
h4et,上宇林 (新竹大庒店),服務
h4p4,金喜屋 (嘉義文化店),環境
h5nd,流口水豆乳雞 (彰化花壇店),美味
h64f,杏福の滋味 (彰化精誠店),美味
h6ge,大象黑白切,美味
h6je,品安美食館,服務
h78c,LOKA樂咖湯咖哩,環境
h7ez,黑沃咖啡 (嘉義中山店),環境
h7ki,大新竹永和豆漿,服務
h7la,新上海小籠湯包,美味
h7qv,泥巴水_咖啡_甜點,環境
h89s,桌聚複合式桌遊,環境
h8bo,仙草仙飲,美味
h8zb,花媽水煎包,美味
h9kf,兜圈咖啡Brunch&dessert,環境
h9le,小木屋蔥抓餅炒泡麵,美味
h9nk,回味燒臘快餐 (彰化和美店),服務
h9pm,鼎昇鍋燒麵（溪湖店）,美味
h9zy,安南品河粉 (彰化員林旗艦店),環境
ha5e,心丼食嗑,環境
hac6,一品台南牛肉湯,環境
haj0,星期天飲料店,美味
hb0r,苜見手工苜蓿芽捲 (嘉義仁愛店),美味
hbt8,開心點鹽酥雞,美味
hc45,晨食好,環境
hdt4,國王企鵝冰品專賣店,環境
he6m,黑白早餐屋,環境
hegy,莊記豬腳飯(ㄚ美茶棧),美味
hf0e,鹿水谷堂 (鹿港民族店),服務
hfnc,擼串ㄦ,服務
hg4z,紅牛鐵板牛排,環境
hhbd,阿傅哥沙茶羊肉炒麵,美味
hhh4,泡麵食堂 (彰化員林店),環境
hhqi,一一茶坊,環境
hht9,古丁 (嘉義博愛店),服務
hhth,豆乳小雞,美味
hia8,鄉之味麵食館,美味
hida,A+正宗印度甩餅之家,環境
hj5s,板井滷肉飯,服務
hl8m,黎明時光早餐 宵夜,美味
hmf9,瘋燒肉,服務
hmh5,巧點雞蛋糕,環境
hmmi,八棧食堂,環境
ho9u,八田 手作油飯·豆花,環境
hobj,阿亮香雞排 (嘉義保安店),美味
holq,"熊老爹手工薯條.純天然仙草,炒飯",美味
houo,早漢堡,環境
hpms,神仙老虎狗,美味
hpy5,熊樂飲,美味
hqu7,媽媽米雅早午餐,環境
hs4z,豐米便當formebento 總店,環境
hs7u,日光鐵板便當,服務
hsmc,胖丸肉圓,環境
hsql,饌八方鐵板燒,服務
hstd,早膳早午餐（餐盒）,美味
ht91,LaLaEat創意輕食,環境
hth6,謝媽媽飯糰,美味
htig,古早味蛋包飯肉羹湯,服務
hton,Dr.G達特雞 (新竹南大店),服務
huj2,狼MAN涼麵,環境
hujd,代代香傳古早味烤玉米,服務
hv4c,何時咖啡,美味
hvga,北興街稻町車輪餅,環境
hvq1,嚐芋手工甜品•冰品店 (嘉義仁愛店),環境
hw0d,溪湖榮記當歸鴨,服務
hx66,飯飯之輩,美味
hxz6,吉普賽民歌西餐,環境
hy47,日木養生冰·燉湯,環境
hyac,鋒味鹽酥雞,美味
hyrq,Mateas (員林中山店),環境
hz2u,勝食堂蚵嗲,美味
hzfp,鍋台銘 (彰化員林店),環境
hzk4,同和鍋物,環境
hzn8,彭記燉品,環境
hzzx,清寶鹹油條 (彰化直營店),服務
i0be,春日日本料理,環境
i0uk,摻壹柒BRUNCH,環境
i0yk,野餐，日 (健康廚房),環境
i1as,溫州大餛飩 (新竹中華店),服務
i1ee,一品軒鴨肉麵 (新竹南大店),環境
i1fo,大中華粥麵館 (新竹光復店),服務
i1zd,柒貳捌芋圓,環境
i2je,噴水雞肉飯 (嘉義小雅店),環境
i2jl,加山記養生燉湯,環境
i2mn,小蝸牛鬆餅屋,美味
i2qv,韓宵,服務
i2zq,回味一鍋,服務
i346,飴品屋,美味
i3cc,胖老爹美式炸雞 (新竹經國店),服務
i3ru,莊手工鮮肉湯包,環境
i4ch,醬吃炸蛋蔥油餅,美味
i4ea,幸福創意三明治,美味
i4jf,阿玉割包,美味
i4k7,布拉葛利廚房 (彰化南郭店),美味
i4ru,顏舍食堂,美味
i4tg,三十張燒烤炸物 (嘉義旗艦店),美味
i5hl,義福便當店,服務
i5lz,味芳鍋貼,環境
i5my,鮮雞排,美味
i637,麻子辣蒙古麻辣燙 (新竹光華店),美味
i6km,王記麵店,服務
i7ev,秋英的廚房,美味
i7mb,主麵 (新竹清大店),環境
i8ic,火鍋世家 (嘉義尊爵店),環境
i8w0,濰克早午餐 (嘉義民生北店),環境
i8wt,香姐滷肉飯 (嘉義民生店),美味
i8y6,不想上班,美味
i905,東方滷味 (彰化鹿港店),美味
i9bx,蚵仔津排骨滷,服務
i9dq,上禾屋,美味
i9ox,中國城海鮮廣場,環境
i9qv,潮味決．湯滷專門店 (新竹竹科分社),環境
ialo,51好食,美味
iaqm,A-NINI夏威夷生魚飯 (彰化店),服務
iarj,晨吉司漢肉排蛋吐司 (竹科關東店),美味
iarw,名家大餛飩,美味
iaxu,順福永和豆漿,服務
ib81,拾汣茶屋 (員林中山店),服務
icwv,裕川堂椒麻燙,美味
iegn,鼎香火雞肉飯,服務
ieix,籽田野菜屋,環境
iepn,貢茶 (彰化鹿港店),環境
iesi,影食Time to Eat,環境
ievu,大和燒餅油條,環境
ifkf,阿霖哥香酥雞蛋糕,美味
ig9m,獅子印度餐廳 Sher E Punjab Indian Restaurant,服務
igpb,嵐丸,服務
ihm7,禾孟壽司坊 (新竹竹科店),環境
ihvo,甲文青 (新竹民族店),美味
iikq,Tioni養生素食,美味
iiw3,賴記柳州螺獅粉,服務
iixu,DM鮮嫩湯汁香雞排 (彰化伸港店),服務
ikop,可不可熟成紅茶 (嘉義後庄店),環境
il0p,禾日香魯肉飯,環境
ilel,苞餃子 東北水餃,服務
ilvw,"胖叔叔-晚餐,宵夜",環境
inpp,Mr.Night古巴三明治(嘉義店),環境
io0g,阿成火鍋,美味
ipet,老華成麵線糊了 (彰化員林店),環境
ipvb,天香臭豆腐  (鹿港店),美味
iq2e,島作源溯,環境
iq8d,怡晟燒臘店,環境
ir1z,饗吃早餐,服務
iswa,食妍所 (彰化溪湖店),美味
it7d,仲食,美味
itt2,初餖紙手作台式甜湯專賣舖,服務
iu5z,炸魂雞排 (彰化秀水店),美味
iuad,法鬥熊貓,環境
iv4w,越南河粉 HOA Mai,美味
iv5a,巷仔口外省麵店,美味
ivme,四葉燒肉·便當·丼物專門店,環境
ivzn,獅子吼嫩仙草,服務
iw8m,亞米,環境
iwav,全牛大王,美味
iwk7,聖善園素食餐廳,環境
iwkw,魯都香 (新竹南大店),環境
ixef,丼屋,環境
ixit,蒝味蔬食,環境
ixn6,男子漢炭烤吐司 (嘉義東區店),環境
iyal,初原麵場 (新竹關新店),環境
iyb4,柒分,服務
iywf,被耽誤的炒麵店 (東門市場店),服務
iz6v,呷味鮮牛肉麵,美味
izmc,站前餐車炒飯,服務
izvy,醋頭家 (和美彰美店),服務
izy8,家廚飯麵館,美味
j01i,魯冰迅小吃,服務
j0dy,ㄚ婆小棧,環境
j0ee,大庄路塊樂炸雞咖哩飯,美味
j0jo,呷尚飽 (嘉義嘉大店),美味
j0pr,呆丸牛肉麵,環境
j1ax,錦蓉越南美食,美味
j1gw,傳家牛肉麵,美味
j1ly,品宣麵食,美味
j1t7,拍拍泡芙,服務
j256,龍鹹酥雞 (新竹西大店),服務
j26j,元圓冰店,美味
j3gf,露餡了手作車輪餅,服務
j3ru,鹿港許家素食,環境
j3yb,健康美食小館,環境
j44d,金田刺身壽司專賣店,環境
j46e,好田樂,服務
j4bq,劉妹鍋燒意麵 (新竹香山店),服務
j4fk,默默咖啡 (彰化華山店),美味
j4hj,85度C (彰化北斗店),服務
j4jy,茶語奏MUSITEA,環境
j4ra,炒飯食堂,美味
j4sz,曹家牛肉麵 (嘉義民生店),服務
j4yl,風禾古早味蛋糕,美味
j5bi,3廠炸雞 (延平總店),環境
j5dn,一甲子食堂 (新竹中正店),服務
j5ge,四海豆漿 (彰化埤頭店),美味
j5jp,重慶紅水煮魚麵疙瘩,美味
j5ju,艾堤斯cafe,環境
j5lc,滿福小籠包,服務
j5or,五邁鄉茶菁文化舍 (彰化彰南店),環境
j64d,尚夯咖哩,服務
j6e2,巨人麻辣鴨血豆腐,環境
j6kc,高鐵大腸麵線,美味
j6lq,員樂永和豆漿,美味
j6o1,來呷飯川食堂 (嘉義中山店),環境
j6yh,清玉 (彰化社頭店),服務
j7ax,麥當勞 (S287 新竹西大店),環境
j7ay,一品火鍋牛排,美味
j7wj,瀧厚炙燒熟成牛排 (嘉義國華店),環境
j8dv,麥味登 (花壇街一號店),環境
j8gh,來一客牛排館 (彰化溪湖店),環境
j8mn,大唐廣東粥,美味
j8pw,小林壽司,美味
j9er,The BBQ House (東大店),環境
ja0v,超派炸雞 (新竹巨城店),環境
ja3c,花果好日雞蛋糕 (新竹西大店),環境
jax8,洋城義大利餐廳 (嘉義大潤發分店),環境
jazn,金雲堂人文茶堂,環境
jb0n,開拌輕食廚房,美味
jb84,初和風精緻咖哩,環境
jcm2,瑞斯飯糰 (新竹寶山店),服務
jcp8,品珍燒臘快餐,美味
jcpx,幸福な食堂,服務
jdsv,味香餐館,服務
jdvy,巴豆夭鍋物(嘉義店),服務
jecz,鶴茶樓 (彰化民族店),環境
jfol,燉舖1號店,環境
jfyh,韓家炒飯,環境
jg2r,澄飯,環境
jgf5,茶匠町,服務
jgv6,呆灣郎,環境
jha6,反轉厚奶酥 (彰化花壇店),服務
jhvv,天為食粥麵館,美味
ji1g,五桔鹽酥雞,環境
ji4m,三七七巷,環境
jicb,彰化精食巧,服務
jid5,川味麻麻米鴨,美味
jidh,峇曼滷製所,環境
jj2t,茶麋TIMUSU,美味
jjao,珠姐烏骨雞熱炒,美味
jk4c,That_那間雞蛋糕,美味
jld1,72度c舒肥健康餐 (彰化北斗店),服務
jlnw,魷皇駕到,美味
jmai,辰采早餐,美味
jmci,三王藥膳鍋,美味
jnwb,國茗韻動(彰化正德店),服務
joeo,溪湖碗粿 (鴻謹商行),服務
joue,來來永和豆漿(嘉義文化店),服務
jozs,金來發快炒,環境
jp1q,朱家排骨酥麵,環境
jpa0,泰饗念 (新竹清大店),環境
jpd4,御井飲料炸雞,美味
jpqq,CAFE8,環境
jq46,caca越南法國麵包專賣店 (新竹馬偕店),環境
jqc9,暴龍刈包,美味
jray,旺享滷味,美味
jrre,鹿港大口小吃臭豆腐,服務
jv8r,家妤黑糖冰,美味
jvxx,小蔥明蔥油餅,美味
jw5p,茶匠TOPTEA,美味
jwkg,春分鍋物,美味
jwmv,堂口麵館 (嘉義仁愛店),環境
jwuo,健康那件小事 (彰化中正店),環境
jy6g,焦家好味道,服務
jybv,壬川炒飯冷滷,美味
jz5v,好食在食集,環境
jzdr,紅花炸雞 (彰化溪湖店),美味
jzed,上豐蔥抓餅 (彰化員林店),美味
jzlh,泰調啤泰式餐酒館 (新竹店),環境
k0ng,TEATOP 第一味 (嘉義後庄店),服務
k0zr,田中阿芬素食,環境
k1lj,鍋燒小店,美味
k1mu,柴哥冰廊x熱壓吐司,美味
k2ke,田中泉成冰果室 (複合式餐飲),環境
k2uk,林家南投意麵,環境
k3fs,茂德素食,美味
k3sq,圓石禪飲 (彰化北斗中華店),服務
k3vz,高北牛乳大王 (新竹大同店),環境
k4at,米豐港式麵館,服務
k4cw,胖老爹美式炸雞 (彰化秀水店),美味
k4in,三鮮蒸餃 (彰化溪湖店),服務
k4oh,阿安快炒手,服務
k5jx,爭夯牛排館,服務
k5np,阿本食堂,美味
k5vm,榮記無刺虱目魚肚,美味
k5wm,秀水湯包,環境
k6ad,西大駅風味平價料理 大俠炸燒肉刈包,美味
k6ot,温叨古早味小吃,美味
k7ke,職人麵工坊 (新竹民族店) x 四海遊龍集團,美味
k8bf,鹿港老街阿公香腸 (大埔店),服務
k8ds,給點麵子 (光彩店),環境
k8fs,一家人鹽酥雞,環境
k8hm,小時候蒸餃/水餃,美味
k8q7,宏記鍋燒意麵,服務
k8qz,辰龍燒臘餐廳,服務
k8sa,北斗煉乳白糖粿,美味
k9bu,達記清蒸臭豆腐,美味
k9ce,超棒冰族,服務
k9oh,蒔蔬元素素食店,美味
kap6,啊尼奇,服務
kbvv,金晨鹹水雞,美味
kby4,大發好茶 有口皆碑,環境
kbyt,昌平炸雞王 (鹿港海浴店),美味
kbzd,阿信牛肉 (嘉義新生店),環境
kdbb,十姐法國麵包,環境
kddz,無油無慮-健康水煮低卡便當 （新竹北門店）,美味
kf49,豆米製品,美味
kfiq,圃田禾味早午餐,美味
kfyk,鍋賣局 (嘉義仁愛店),環境
kg3t,女王冰客,環境
kh1r,老賴茶棧 (彰化民族店),服務
khch,小胖鮮鍋 (員林店),環境
kitw,來一鍋,環境
kkew,國-蒜味赤肉焿 (溪湖店),美味
kkik,陵水天冷飲店,環境
kkln,西西里島pizza (彰化和美店),美味
kkyn,老聰明沙鍋魚頭,服務
km70,朴大哥的韓式炸雞 (嘉義加盟店),環境
km7a,文化路水果冰沙,美味
kme5,阿惠炒飯,美味
kmfn,大瑋叔叔炸雞 (彰化溪湖店),服務
kmi8,燒瓶子。大肆の鍋 (彰化店),環境
kmk6,德安蒙古烤肉,服務
kmlh,FTGW双川製麵 (嘉義民權店),環境
knbs,一銀仙草,環境
knk2,SELFree纖活健康餐 (新竹水田店),服務
kobu,良將飯麵食堂,服務
kp2n,金玉素食,美味
kpo0,上好牛肉爐,美味
kqks,京川鍋物 (彰化溪湖店),服務
krk6,阿岸米糕,環境
krmh,永樂手握飯丸,環境
ks7h,歐浮找餐 (新竹東南店),環境
ksuw,鄉村小火鍋,環境
ksvk,星欣鴨肉,環境
ktkl,老牌港式生滾粥,美味
